Comune,RCR FORECAST,RCR ACTUAL,OOPP,SMALL DAMAGE REQ.,GREAT DAMAGE REQ.,TOT REQ.,ACCEPTED REQ.,BUILDING STARTED,BUILIDING CONCLUDED,SMALL DAMAGE,GREAT DAMAGE,TOT. DAMAGE,N_Interventi,Eur_Interventi,N_Interventi_priv,Eur_Interventi_priv,N_Interventi_pubb,Eur_Interventi_pubb,pop_iniz_2016,DELTA FORECAST ACTUAL,DELTA G DAMAGE Interventi,P RCR
Norcia,0.7267548321464903,0.12960325534079348,0.01200406917599186,0.148118006103764,0.03987792472024415,0.18799593082400815,0.091353001017294,0.091353001017294,0.04679552390640895,0.0002693794506612411,0.0004549338758901323,0.0007243133265513735,0.5123092573753815,237535.28882400814,0.22563580874872838,60806.72719430316,0.008341810783316379,17139.95820549339,4915,0.5971515768056969,-0.4724313326551373,0.17833146696528557
Poggiodomo,0.5777777777777777,0.044444444444444446,0.022222222222222223,0.11851851851851852,0.007407407407407408,0.1259259259259259,0.044444444444444446,0.044444444444444446,0.0,0.2,0.34814814814814815,0.5481481481481482,0.5333333333333333,113671.976,0.14074074074074075,15412.741481481482,0.007407407407407408,1481.4814814814815,135,0.5333333333333333,-0.5259259259259259,0.07692307692307693
Polino,0.024390243902439025,0.0,0.012195121951219513,0.0040650406504065045,0.0,0.0040650406504065045,0.0,0.0,0.0,0.02032520325203252,0.0,0.02032520325203252,0.04065040650406504,9631.54512195122,0.012195121951219513,8186.992276422765,0.028455284552845527,1444.5528455284552,246,0.024390243902439025,-0.04065040650406504,0.0
Preci,0.8612945838837517,0.10039630118890357,0.0488771466314399,0.12417437252311757,0.04227212681638045,0.166446499339498,0.06340819022457067,0.06340819022457067,0.026420079260237782,0.31175693527080584,0.5521796565389696,0.8639365918097754,0.5429326287978864,239870.22186261558,0.1955085865257596,59236.91220607662,0.03302509907529723,26962.85287978864,757,0.760898282694848,-0.5006605019815059,0.1165644171779141
Sant'Anatolia di Narco,0.12007168458781362,0.016129032258064516,0.016129032258064516,0.05555555555555555,0.007168458781362007,0.06272401433691756,0.010752688172043012,0.010752688172043012,0.0017921146953405018,0.07706093189964158,0.05197132616487455,0.12903225806451613,0.13440860215053763,28830.34139784946,0.05913978494623656,6334.177813620072,0.010752688172043012,2313.0241935483873,558,0.1039426523297491,-0.12724014336917563,0.13432835820895522
Scheggino,0.11850311850311851,0.010395010395010396,0.016632016632016633,0.037422037422037424,0.0,0.037422037422037424,0.002079002079002079,0.002079002079002079,0.0,0.05197505197505198,0.06860706860706861,0.12058212058212059,0.1288981288981289,60249.61765072765,0.037422037422037424,4426.19027027027,0.018711018711018712,3615.7370686070685,481,0.10810810810810811,-0.1288981288981289,0.08771929824561403
Sellano,0.20701754385964913,0.042105263157894736,0.0061403508771929825,0.056140350877192984,0.009649122807017544,0.06578947368421052,0.02017543859649123,0.02017543859649123,0.009649122807017544,0.09298245614035087,0.11403508771929824,0.20701754385964913,0.1412280701754386,29196.413728070173,0.07280701754385965,8997.408701754386,0.0035087719298245615,2186.077903508772,1140,0.1649122807017544,-0.13157894736842105,0.2033898305084746
Spoleto,0.04457571105154961,0.00504827083712821,0.0007286164094824221,0.01668011137422259,0.0009888365557261442,0.017668947929948737,0.0028884436233053163,0.0027843555648078273,0.0011189466288480054,2.6568476931484032e-05,0.017747013973821852,0.017773582450753337,0.03244945223659216,12517.111172551979,0.018579718441801764,4301.511822061464,0.0008066824533555387,1914.9734617086053,38429,0.0395274402144214,-0.031460615680866014,0.11325160537069469
Vallo di Nera,0.18453865336658354,0.014962593516209476,0.02743142144638404,0.03740648379052369,0.004987531172069825,0.04239401496259352,0.007481296758104738,0.007481296758104738,0.0024937655860349127,0.04987531172069826,0.13466334164588528,0.18453865336658354,0.17206982543640897,31964.310822942643,0.03740648379052369,6174.075012468828,0.029925187032418952,6500.601620947631,401,0.16957605985037408,-0.16708229426433915,0.08108108108108109
Barete,0.13107511045655376,0.014727540500736377,0.0029455081001472753,0.01914580265095729,0.0029455081001472753,0.022091310751104567,0.0029455081001472753,0.0029455081001472753,0.0029455081001472753,0.07658321060382917,0.054491899852724596,0.13107511045655376,0.039764359351988215,11822.56175257732,0.023564064801178203,4938.205346097202,0.0014727540500736377,294.5508100147275,679,0.11634756995581738,-0.036818851251840944,0.11235955056179775
Cagnano Amiterno,0.18655097613882862,0.01735357917570499,0.0036153289949385392,0.01735357917570499,0.005061460592913955,0.022415039768618944,0.0036153289949385392,0.0036153289949385392,0.0014461315979754157,0.09255242227042661,0.09399855386840203,0.18655097613882862,0.06073752711496746,21262.26838756327,0.022415039768618944,4136.106992046276,0.0028922631959508315,1641.359363702097,1383,0.16919739696312364,-0.05567606652205351,0.09302325581395349
Campli,0.07036833424958769,0.012781748213304012,0.002748763056624519,0.01910390324354041,0.0030236393622869707,0.022127542605827378,0.003710830126443101,0.003710830126443101,0.0013743815283122594,0.031335898845519516,0.03889499725123694,0.07023089609675646,0.05250137438152831,18097.937354315556,0.024189114898295765,3933.3837919186362,0.0013743815283122594,2294.185129191864,7276,0.05758658603628367,-0.04947773501924134,0.181640625
Campotosto,0.7952218430034129,0.051194539249146756,0.011945392491467578,0.05631399317406143,0.042662116040955635,0.09897610921501707,0.0034129692832764505,0.0034129692832764505,0.0017064846416382253,0.21160409556313994,0.5836177474402731,0.7952218430034129,0.3037542662116041,129378.60414675769,0.11092150170648464,24863.14585324232,0.020477815699658702,24516.111774744026,586,0.7440273037542662,-0.26109215017064846,0.06437768240343347
Capitignano,0.611764705882353,0.13823529411764707,0.016176470588235296,0.18235294117647058,0.014705882352941176,0.19705882352941176,0.022058823529411766,0.022058823529411766,0.011764705882352941,0.37058823529411766,0.2411764705882353,0.611764705882353,0.3911764705882353,97640.00777941177,0.22058823529411764,27471.448132352944,0.008823529411764706,1519.5821911764706,680,0.47352941176470587,-0.3764705882352941,0.22596153846153846
Castel Castagna,0.19959266802443992,0.048879837067209775,0.002036659877800407,0.04684317718940937,0.06924643584521385,0.11608961303462322,0.04073319755600815,0.04073319755600815,0.020366598778004074,0.06313645621181263,0.1384928716904277,0.20162932790224034,0.20162932790224034,48782.84112016293,0.12627291242362526,20769.554806517313,0.004073319755600814,407.33197556008145,491,0.15071283095723015,-0.13238289205702647,0.24489795918367346
Castelli,0.1323529411764706,0.028594771241830064,0.006535947712418301,0.015522875816993464,0.02696078431372549,0.042483660130718956,0.008986928104575163,0.008986928104575163,0.0024509803921568627,0.049019607843137254,0.08415032679738563,0.13316993464052287,0.09477124183006536,43406.69339869281,0.056372549019607844,13981.67549019608,0.005718954248366013,10349.56875,1224,0.10375816993464053,-0.06781045751633986,0.21604938271604937
Civitella del Tronto,0.10556909806862928,0.013125820363772736,0.002812675792237015,0.019126195387211702,0.003375210950684418,0.02250140633789612,0.0035627226701668855,0.0035627226701668855,0.0018751171948246765,0.041252578286142885,0.06431651978248641,0.10556909806862928,0.07612975810988187,32166.72974685918,0.02793924620288768,5645.529062441402,0.0015000937558597412,2115.5966454153386,5333,0.09244327770485655,-0.07275454715919745,0.12433392539964476
Colledara,0.11578006258381761,0.015645954403218598,0.002682163611980331,0.039785426911041574,0.000894054537326777,0.04067948144836835,0.006258381761287439,0.006258381761287439,0.002235136343316942,0.06392489941886455,0.05185516316495306,0.11578006258381761,0.07286544479213232,10882.383929369693,0.04336164506034868,2914.3459231113097,0.004023245417970496,1081.4328162717925,2237,0.10013410818059902,-0.07197139025480555,0.13513513513513514
Cortino,0.4670571010248902,0.024890190336749635,0.020497803806734993,0.07906295754026355,0.004392386530014641,0.08345534407027819,0.005856515373352855,0.005856515373352855,0.0029282576866764276,0.19912152269399708,0.2679355783308931,0.4670571010248902,0.28550512445095166,88396.787715959,0.10102489019033675,8964.846120058566,0.013177159590043924,5289.495431918009,683,0.44216691068814057,-0.28111273792093705,0.05329153605015674
Crognaleto,0.3283898305084746,0.022598870056497175,0.0049435028248587575,0.11087570621468927,0.0035310734463276836,0.11440677966101695,0.007062146892655367,0.007062146892655367,0.0035310734463276836,0.1963276836158192,0.13135593220338984,0.327683615819209,0.23940677966101695,43293.00435734463,0.1228813559322034,7485.679957627119,0.006355932203389831,2320.775324858757,1416,0.3057909604519774,-0.23587570621468926,0.06881720430107527
Fano Adriano,0.16666666666666666,0.00847457627118644,0.005649717514124294,0.022598870056497175,0.002824858757062147,0.025423728813559324,0.002824858757062147,0.002824858757062147,0.002824858757062147,0.06779661016949153,0.09887005649717515,0.16666666666666666,0.059322033898305086,18201.235677966102,0.022598870056497175,2491.6401694915253,0.002824858757062147,564.9717514124294,354,0.15819209039548024,-0.05649717514124294,0.05084745762711865
Farindola,0.0637101811367895,0.009369144284821987,0.0012492192379762648,0.014366021236727046,0.004996876951905059,0.019362898188632106,0.0018738288569643974,0.0018738288569643974,0.0,0.026858213616489695,0.03685196752029981,0.0637101811367895,0.04934415990006246,15088.851642723299,0.024359775140537165,4316.523304184884,0.0012492192379762648,382.0737039350406,1601,0.05434103685196752,-0.0443472829481574,0.14705882352941177
Isola del Gran Sasso d'Italia,0.06425619834710744,0.009917355371900827,0.002066115702479339,0.016322314049586777,0.0049586776859504135,0.02128099173553719,0.0026859504132231405,0.0026859504132231405,0.0008264462809917355,0.03429752066115702,0.03016528925619835,0.06446280991735537,0.04132231404958678,11415.400861570248,0.02665289256198347,2340.781859504132,0.001859504132231405,1437.5455805785125,4840,0.05433884297520661,-0.03636363636363636,0.15434083601286175
Montereale,0.37304409672830724,0.07076813655761025,0.004267425320056899,0.10170697012802275,0.010668563300142247,0.112375533428165,0.013869132290184922,0.01422475106685633,0.008534850640113799,0.21906116642958748,0.15398293029871976,0.37304409672830724,0.21657183499288762,58726.931888335705,0.11699857752489332,14007.02758179232,0.0021337126600284497,3094.755981507824,2812,0.302275960170697,-0.2059032716927454,0.18970448045757865
Montorio al Vomano,0.10071942446043165,0.02011949762224119,0.002682599682965492,0.03621509572003414,0.0031703450798683088,0.03938544079990245,0.007681990001219364,0.007681990001219364,0.004023899524448238,0.06352883794659188,0.037190586513839774,0.10071942446043165,0.06182172905743202,15024.988503840996,0.03999512254603097,6651.095770028045,0.0015851725399341544,1168.3658419704914,8201,0.08059992683819046,-0.05865138397756371,0.19975786924939468
Pietracamela,0.05592105263157895,0.003289473684210526,0.006578947368421052,0.019736842105263157,0.0,0.019736842105263157,0.0,0.0,0.0,0.04276315789473684,0.013157894736842105,0.05592105263157895,0.04276315789473684,28443.80592105263,0.019736842105263157,16793.217532894738,0.006578947368421052,1218.7923355263158,304,0.05263157894736842,-0.04276315789473684,0.058823529411764705
Pizzoli,0.04797243572753777,0.0074211502782931356,0.0013252054068380599,0.011661807580174927,0.0,0.011661807580174927,0.0023853697323085077,0.0023853697323085077,0.0013252054068380599,0.029949642194540153,0.018022793532997614,0.04797243572753777,0.019613040021203287,8118.955353829844,0.010601643254704479,1779.615279618341,0.0010601643254704478,2090.970951497482,3773,0.040551285449244634,-0.019613040021203287,0.15469613259668508
Rocca Santa Maria,0.27768014059753954,0.04745166959578207,0.015817223198594025,0.06678383128295255,0.01757469244288225,0.0843585237258348,0.026362038664323375,0.026362038664323375,0.005272407732864675,0.08963093145869948,0.18804920913884007,0.27768014059753954,0.21968365553602812,65751.51667838314,0.09490333919156414,13671.6727943761,0.007029876977152899,1536.2176801405976,569,0.23022847100175747,-0.20210896309314588,0.17088607594936708
Teramo,0.025527682616863744,0.004972925185103326,0.0009577485541680481,0.0077356613990496184,0.001583968762662541,0.00931963016171216,0.001878660625483479,0.001878660625483479,0.0008104026227575791,0.013740008104026228,0.011787674512837513,0.025527682616863744,0.019062879876229417,13145.065036468119,0.01024054223302759,4160.3144535307765,0.0013629498655468376,3881.981799830552,54294,0.020554757431760416,-0.017478911113566878,0.19480519480519481
Torricella Sicura,0.13408239700374533,0.025842696629213482,0.00299625468164794,0.040074906367041196,0.010486891385767791,0.05056179775280899,0.010861423220973783,0.010861423220973783,0.003745318352059925,0.0647940074906367,0.06891385767790262,0.13370786516853933,0.10262172284644194,32473.95607865169,0.05318352059925094,9514.473348314606,0.00149812734082397,2050.6068352059924,2670,0.10823970037453183,-0.09213483146067415,0.19273743016759776
Tossicia,0.20944992947813823,0.022566995768688293,0.004231311706629055,0.036671368124118475,0.009873060648801129,0.0465444287729196,0.009167842031029619,0.009167842031029619,0.007757404795486601,0.07898448519040903,0.1304654442877292,0.20944992947813823,0.09590973201692525,24042.24507757405,0.04936530324400564,5428.417771509168,0.004936530324400564,1569.863497884344,1418,0.18688293370944992,-0.08603667136812412,0.10774410774410774
Valle Castellana,0.5714285714285714,0.043731778425655975,0.013605442176870748,0.10204081632653061,0.012633624878522837,0.11467444120505345,0.023323615160349854,0.023323615160349854,0.009718172983479106,0.2594752186588921,0.3129251700680272,0.5724003887269193,0.31681243926141883,96120.83730806608,0.12342079689018465,14526.085160349856,0.007774538386783284,2660.439484936832,1029,0.5276967930029155,-0.304178814382896,0.07653061224489796
Accumoli,2.4578866768759573,0.10260336906584992,0.08269525267993874,0.05819295558958652,0.0995405819295559,0.15773353751914243,0.05359877488514548,0.05359877488514548,0.018376722817764167,0.35834609494640124,0.0020995405819295558,0.3604456355283308,1.2496171516079633,690199.5874425728,0.22052067381316998,98190.33241960184,0.08728943338437979,87566.8402143951,653,2.355283307810107,-1.1500765696784074,0.041744548286604365
Amatrice,1.6375661375661377,0.164021164021164,0.04421768707482993,0.10695389266817838,0.1379440665154951,0.24489795918367346,0.07067271352985639,0.07067271352985639,0.03779289493575208,0.3204837490551776,0.00131708238851096,0.3218008314436886,0.899848828420257,512245.643106576,0.3197278911564626,156100.27986016628,0.036281179138321996,56877.203284202566,2646,1.4735449735449735,-0.7619047619047619,0.10016155088852989
Antrodoco,0.09319526627218935,0.021449704142011833,0.004437869822485207,0.041789940828402365,0.0025887573964497044,0.04437869822485207,0.015162721893491124,0.015162721893491124,0.009985207100591717,0.0632396449704142,0.03069526627218935,0.09393491124260354,0.07544378698224852,25071.93790310651,0.04659763313609468,8968.15175295858,0.004437869822485207,2567.5741863905323,2704,0.07174556213017752,-0.07285502958579881,0.23015873015873015
Borbona,0.46307692307692305,0.08153846153846153,0.038461538461538464,0.09692307692307692,0.02923076923076923,0.12615384615384614,0.04153846153846154,0.04153846153846154,0.02,0.25076923076923074,0.2153846153846154,0.46615384615384614,0.2969230769230769,101667.25024615384,0.13846153846153847,32946.336907692305,0.027692307692307693,7635.172661538462,650,0.38153846153846155,-0.2676923076923077,0.1760797342192691
Borgo Velino,0.05757575757575758,0.014141414141414142,0.012121212121212121,0.02727272727272727,0.0030303030303030303,0.030303030303030304,0.011111111111111112,0.011111111111111112,0.007070707070707071,0.045454545454545456,0.013131313131313131,0.05858585858585859,0.05454545454545454,10073.941272727272,0.030303030303030304,2658.440777777778,0.00909090909090909,3618.5627777777777,990,0.043434343434343436,-0.051515151515151514,0.24561403508771928
Cantalice,0.03558327219369039,0.005135730007336757,0.0011005135730007337,0.01173881144534116,0.0007336757153338225,0.012472487160674981,0.0025678650036683784,0.0025678650036683784,0.001467351430667645,0.022377109317681585,0.013573000733675716,0.0359501100513573,0.02971386647101981,9792.192461482024,0.013206162876008804,1116.666698459281,0.001834189288334556,389.8246991929567,2726,0.03044754218635363,-0.028980190755685985,0.14432989690721648
Castel Sant'Angelo,0.07680372381691233,0.01008533747090768,0.0023273855702094647,0.027152831652443754,0.0023273855702094647,0.02948021722265322,0.004654771140418929,0.004654771140418929,0.004654771140418929,0.04266873545384019,0.03491078355314197,0.07757951900698215,0.05663304887509697,10328.012412723041,0.032583397982932506,4353.000418929402,0.0015515903801396431,436.0744763382467,1289,0.06671838634600466,-0.05430566330488751,0.13131313131313133
Cittaducale,0.02043478260869565,0.005072463768115942,0.0007246376811594203,0.009565217391304347,0.0013043478260869566,0.010869565217391304,0.004347826086956522,0.004347826086956522,0.002173913043478261,0.014927536231884059,0.0055072463768115944,0.02043478260869565,0.019130434782608695,10318.320885507246,0.011739130434782608,3506.36154057971,0.0011594202898550724,2163.2862391304348,6900,0.01536231884057971,-0.017826086956521738,0.24822695035460993
Cittareale,1.023404255319149,0.12978723404255318,0.03404255319148936,0.18723404255319148,0.03404255319148936,0.22127659574468084,0.07659574468085106,0.07659574468085106,0.05319148936170213,0.4319148936170213,0.5957446808510638,1.0276595744680852,0.6042553191489362,149416.74125531915,0.28085106382978725,51514.531127659575,0.027659574468085105,13612.448425531915,470,0.8936170212765957,-0.5702127659574469,0.12681912681912683
Leonessa,0.5120967741935484,0.06774193548387097,0.015725806451612902,0.1310483870967742,0.0125,0.1435483870967742,0.05,0.05,0.027822580645161292,0.2600806451612903,0.2532258064516129,0.5133064516129032,0.2875,85338.63370161291,0.1536290322580645,23756.11910483871,0.007258064516129033,3786.876528225806,2480,0.4443548387096774,-0.275,0.13228346456692913
Micigliano,0.21374045801526717,0.022900763358778626,0.03816793893129771,0.07633587786259542,0.0,0.07633587786259542,0.015267175572519083,0.015267175572519083,0.015267175572519083,0.1984732824427481,0.05343511450381679,0.25190839694656486,0.1984732824427481,85996.33740458015,0.0916030534351145,6395.976793893129,0.04580152671755725,26509.857328244274,131,0.19083969465648856,-0.1984732824427481,0.10714285714285714
Poggio Bustone,0.02112676056338028,0.004694835680751174,0.0028169014084507044,0.006572769953051643,0.0,0.006572769953051643,0.0028169014084507044,0.0028169014084507044,0.002347417840375587,0.015023474178403756,0.006572769953051643,0.0215962441314554,0.016901408450704224,5609.244117370892,0.007042253521126761,1479.4222253521127,0.002347417840375587,1927.8132535211269,2130,0.01643192488262911,-0.016901408450704224,0.2222222222222222
Posta,0.45918367346938777,0.10787172011661808,0.029154518950437316,0.1457725947521866,0.01749271137026239,0.16326530612244897,0.052478134110787174,0.052478134110787174,0.03206997084548105,0.260932944606414,0.19825072886297376,0.45918367346938777,0.30029154518950435,74609.05256559767,0.17638483965014579,15021.686588921282,0.01749271137026239,11669.190699708455,686,0.35131195335276966,-0.282798833819242,0.23492063492063492
Rieti,0.010154372442462164,0.002598133673977526,0.0005412778487453179,0.004157013878364041,0.0005412778487453179,0.00469829172710936,0.0015155779764868902,0.0015155779764868902,0.0010392534695910104,0.006906705349990257,0.003247667092471908,0.010154372442462164,0.008422283326477147,7032.722772425142,0.00517461623400524,1982.8052454153767,0.0006928356463940069,2141.9538898391324,46187,0.007556238768484639,-0.00788100547773183,0.255863539445629
Rivodutri,0.01927525057825752,0.0038550501156515036,0.006168080185042405,0.009252120277563608,0.0007710100231303007,0.010023130300693909,0.0007710100231303007,0.0007710100231303007,0.0,0.014649190439475714,0.004626060138781804,0.01927525057825752,0.02467232074016962,6065.769275250578,0.010023130300693909,350.3495759444873,0.006168080185042405,2292.903037779491,1297,0.015420200462606014,-0.023901310717039322,0.2
